73 66 67 67 68 67 67 66 68 67 69 68 68 68 66 68 64 68 66 69 67 67 68 68 66 68 69 69 69 67 69 68 68 64 67 67 66 67 69 68 67 68 69 68 67 68 68 68 67 68 67 67 67 68 67 69 67 67 66 67 68 67 68 68 70 67 68 66 67 68 69 66 66 68 68 67 69 69 73 68 66 68 67 67 66 67 67 67 68 67 68 67 68 67 68 67 67 68 67 68 66 67 67 66 66 67 67 67 67 70 68 66 67 67 67 68 67 68 67 67 67 67 68 67 68 68 68 69 68 68 67 68 67 67 67 68 68 67 67 68 66 67 68 68 67 67 69 68 67 68 68 68 68 66 68 67 65 67 69 67 68 64 68 67 67 68 68 68 66 67 68 68 57 69 68 69 67 67 66 66 69 68 67 68 67 68 69 68 69 67 67 73 68 67 67 67 68 67 67 67 68 67 67 68 67 67 69 69 66 68 67 68 66 59 67 66 68 67 67 66 69 66 68 68 69 68 68 67 68 67 66 66 68 67 66 68 68 66 67 68 67 70 68 69 67 69 67 67 67 68 68 67 67 68 67 66
69 69 67 67 68 69 65 68 68 68 68 67 69 68 67 67 68 67 69 67 67 68 69 67 68 66 67 68 66 66 60 67 67 67 67 67 67 67 68 66 67 68 67 67 66 68 67 67 65 68 67 67 67 67 68 68 67 67 65 67 67 68 67 69 66 67 66 66 67 67 67 66 68 67 67 67 66 67 68 67 67 68 67 69 67 68 66 65 68 67 68 69 69 69 68 68 65 68 67 67 67 68 66 68 66 67 66 67 68 68 67 68 68 66 66 67 67 67 66 68 68 66 67 68 67 68 67 66 67 67 67 69 67 68 67 67 68 67 64 67 68 66 67 66 67 68 67 66 69 65 66 67 68 68 67 67 68 66 68 67 69 65 67 67 67 66 66 67 57 67 67 67 67 67 68 67 68 68 67 68 67 67 69 67 66 68 66 67 68 67 68 68 67 68 66 66 66 66 68 66 67 66 67 67 66 68 67 68 68 68 69 67 67 67 65 67 68 68 65 69 68 67 67 67 68 67 67 67 74 67 67 67 70 65 65 67 68 66 67 66 68 67 68 67 71 68 66 65 69 68 66 67 68 67 67 67
66 68 67 68 66 67 68 68 68 67 67 66 68 68 68 68 67 67 67 67 66 65 66 65 68 67 69 66 67 67 67 67 66 67 69 66 67 67 67 67 67 67 68 68 68 66 67 67 68 66 68 68 70 69 69 68 67 67 66 68 67 68 68 68 69 67 67 66 67 69 68 66 68 68 67 66 67 68 66 67 69 68 66 68 68 67 67 68 67 67 67 73 67 69 66 67 69 66 68 68 67 66 67 68 69 65 68 67 66 68 68 68 67 67 67 68 67 66 67 67 66 67 67 68 67 71 67 68 68 67 66 67 67 68 68 72 66 68 68 66 69 63 66 68 69 65 68 69 67 67 67 67 67 69 67 68 67 66 67 66 70 66 67 67 66 67 66 68 67 67 69 68 68 66 68 66 67 68 66 66 67 67 69 68 68 68 69 67 68 68 67 69 67 67 68 68 68 67 66 66 65 68 67 68 67 69 68 67 68 66 67 68 66 67 70 68 66 68 68 64 67 67 68 67 66 68 67 67 67 67 67 67 68 67 68 67 67 67 68 68 67 68 66 66 68 68 69 67 67 68 68 67 67 67 66 66
69 66 67 67 62 67 65 68 68 66 68 66 66 67 70 68 66 67 68 66 67 68 68 67 67 68 68 68 69 67 67 67 67 67 66 66 67 68 68 68 67 68 69 69 67 68 67 69 67 67 69 68 67 67 67 67 65 67 66 68 68 67 67 66 67 67 67 67 67 68 67 68 66 66 67 66 68 67 68 61 67 66 66 67 69 62 68 71 68 67 67 65 66 68 69 65 68 67 67 64 67 67 67 66 67 66 67 68 67 66 68 67 66 67 67 66 67 66 68 68 67 67 68 66 67 67 68 66 67 67 65 67 68 66 66 68 66 67 68 68 67 66 68 68 67 68 68 67 67 67 67 67 67 69 64 68 68 68 67 65 67 68 67 66 69 65 68 70 69 66 66 67 65 67 67 67 65 66 67 68 68 67 66 65 67 66 66 66 68 68 67 67 68 66 66 67 68 68 68 67 67 67 67 68 66 67 66 69 68 66 62 68 68 68 67 67 67 68 68 69 66 65 66 68 66 67 68 67 67 66 67 68 67 66 68 67 68 63 67 68 66 66 68 68 68 68 66 69 69 68 69 68 67 67 67 67
67 66 68 66 66 69 68 67 66 67 67 73 68 67 68 66 68 67 67 67 66 66 69 70 65 66 66 68 68 68 67 68 67 66 68 67 69 67 67 67 69 66 67 67 68 60 68 66 68 68 67 68 68 67 67 69 66 67 68 67 67 67 70 66 66 72 66 67 67 66 66 68 67 67 67 67 66 67 68 69 68 67 66 66 66 68 67 67 67 66 66 66 67 67 67 68 67 66 66 67 68 68 67 67 67 66 66 67 67 67 69 67 66 68 67 67 68 67 68 66 66 66 67 67 68 68 67 67 66 65 68 72 69 68 66 66 66 69 66 68 66 67 67 68 66 69 66 67 67 66 64 67 68 62 68 68 66 67 68 68 68 65 66 67 68 68 67 72 68 66 69 67 66 69 68 66 58 67 66 68 65 67 67 67 74 68 66 68 68 68 66 66 68 67 66 67 67 67 67 66 67 69 68 68 66 67 67 68 66 64 65 68 67 67 67 67 67 68 66 71 68 66 67 67 71 68 67 67 66 67 66 66 68 69 69 67 68 68 67 67 67 68 67 68 68 67 68 66 67 66 68 66 68 66 66 66
68 67 67 68 68 68 67 71 67 69 68 68 67 68 67 68 68 68 65 68 67 65 69 68 67 67 68 68 66 67 67 67 67 68 67 67 66 67 68 66 67 65 71 67 67 67 67 67 67 67 66 68 67 67 67 66 67 66 66 68 66 67 67 68 67 66 69 69 67 72 68 66 67 68 67 67 67 68 66 68 67 68 66 65 67 68 68 68 66 67 68 68 68 68 66 67 71 68 70 68 67 67 67 66 66 67 68 69 64 67 68 68 67 67 67 66 68 66 68 69 63 66 67 66 66 68 67 68 68 66 68 67 68 67 67 67 68 68 66 66 66 67 68 67 66 70 67 68 68 66 66 68 68 68 66 67 67 67 67 66 66 67 66 68 69 68 68 67 67 64 66 66 68 70 68 68 66 68 68 66 66 68 67 67 66 67 67 68 67 68 67 67 66 68 67 68 67 67 65 68 67 66 67 68 67 68 67 67 70 67 66 67 67 67 68 67 70 68 67 67 68 68 68 66 65 67 67 67 67 66 63 68 70 69 68 68 66 66 66 68 66 69 67 68 67 68 67 65 66 68 67 66 67 66 68 66
65 67 65 66 65 68 64 67 65 68 69 67 66 68 67 66 67 68 67 69 67 66 66 67 67 67 67 67 67 67 67 66 68 68 66 69 66 66 65 66 67 63 67 66 64 67 65 67 66 68 67 69 68 68 69 68 68 67 67 66 66 68 65 68 66 67 66 67 67 68 67 68 69 71 68 67 66 67 69 67 67 68 67 66 66 66 67 67 67 69 66 68 68 68 68 65 71 68 67 67 65 69 67 67 67 66 68 68 66 68 67 68 67 66 67 67 70 68 68 67 66 64 68 68 66 68 67 66 67 67 68 67 66 68 67 68 66 67 67 67 66 67 66 67 68 66 68 66 66 67 67 67 66 68 75 66 64 67 67 67 67 67 66 67 67 67 68 67 66 68 67 64 68 66 67 66 69 68 68 67 67 67 66 66 67 67 67 68 62 69 68 68 66 65 68 68 66 66 67 66 67 67 66 68 68 66 68 68 68 71 66 67 69 69 62 67 68 68 67 67 69 68 66 66 66 68 66 62 70 66 66 68 70 68 69 67 68 66 67 67 66 67 67 66 66 66 68 67 69 67 67 66 67 67 67 67
68 69 66 67 67 67 68 67 66 69 67 68 68 68 67 68 68 66 67 67 66 67 67 67 64 68 66 68 67 66 65 68 68 68 68 66 67 66 68 68 66 67 68 67 66 67 67 68 67 68 67 71 67 66 69 66 67 66 65 66 67 66 68 67 67 66 68 66 67 68 68 66 66 71 67 67 68 67 67 66 67 68 66 67 68 67 66 68 68 67 65 67 66 67 68 65 68 67 67 66 66 66 67 80 68 68 67 65 67 66 67 72 68 67 66 67 65 66 66 66 67 68 67 66 66 67 67 67 67 71 66 67 67 68 66 66 69 66 69 67 68 67 68 66 67 67 66 66 66 67 66 68 67 68 67 65 67 67 66 67 67 68 66 68 65 67 67 68 67 67 66 67 68 65 68 67 66 65 67 66 66 67 66 67 66 66 67 67 66 67 67 65 69 66 67 67 68 68 65 67 67 68 65 66 66 66 67 67 67 68 68 66 68 66 71 66 70 68 67 68 67 67 69 66 67 67 65 67 67 66 67 66 65 68 67 68 68 66 68 68 68 67 68 68 68 66 66 67 67 67 67 67 67 68 67 68
68 66 66 68 66 67 67 67 67 68 67 66 68 67 66 65 62 68 67 64 68 69 68 66 67 63 66 68 67 67 68 66 66 67 71 67 67 69 72 68 67 68 69 68 67 68 67 65 66 67 67 71 68 66 68 66 66 68 72 66 67 67 69 67 69 68 67 66 68 66 69 68 69 68 67 68 68 67 68 67 65 68 69 67 67 66 68 68 67 67 67 67 67 71 66 68 67 68 68 67 68 68 67 77 66 66 68 67 66 67 68 68 68 67 66 66 68 66 67 67 68 67 68 65 68 69 68 68 66 68 67 68 66 67 67 66 67 68 67 68 66 68 65 68 70 68 67 67 67 67 67 68 67 68 67 68 67 67 67 67 64 68 67 66 66 68 67 66 67 67 67 68 67 67 67 65 66 68 66 67 66 68 66 66 66 68 66 67 68 67 68 64 65 67 69 67 66 67 69 67 66 66 66 68 68 62 67 66 67 68 67 66 67 67 66 65 69 67 67 67 68 66 66 67 67 67 65 67 67 68 67 66 66 73 68 68 66 68 66 67 68 68 64 67 68 66 67 67 67 66 68 67 68 68 67 66
69 81 66 68 66 68 71 67 68 67 65 67 68 67 68 66 68 69 67 68 67 69 67 68 66 67 67 68 67 66 67 68 67 69 67 66 67 67 67 69 65 67 67 68 71 69 68 67 68 72 68 67 68 67 67 67 68 66 68 67 68 67 68 68 69 68 71 68 66 68 66 68 67 67 68 68 67 69 68 68 67 66 67 67 67 68 66 67 67 68 67 69 67 67 68 67 67 68 67 66 68 68 67 67 67 68 68 68 67 67 67 66 66 67 67 67 67 66 67 67 68 66 67 68 68 67 68 67 67 68 66 67 67 67 68 67 68 69 67 67 68 66 67 67 66 67 70 67 67 67 67 67 68 67 65 67 67 67 68 67 67 68 68 67 68 67 68 68 67 67 67 66 67 67 67 67 67 67 66 67 66 68 66 67 67 68 66 67 67 68 66 67 66 67 66 67 67 67 67 68 68 67 67 66 67 67 66 68 67 67 67 68 67 66 68 66 66 67 66 66 67 67 68 68 67 66 66 68 66 67 68 67 67 67 69 68 64 69 66 68 66 67 68 67 67 67 67 66 67 69 66 64 67 66 67 67
